category;description;description_stem
T85;complicacao especificada outros dispositivos proteticos , implantes enxertos internos;complic especific outr disposit protet , implant enxert intern
T86;rejeicao transplante medula ossea;rejeica transplant medul osse
T86;falencia rejeicao transplante rim;falenc rejeica transplant rim
T86;falencia rejeicao transplante coracao;falenc rejeica transplant coraca
T86;falencia rejeicao transplante duplo coracao pulmao;falenc rejeica transplant dupl coraca pulma
T86;falencia rejeicao transplante figado;falenc rejeica transplant fig
T86;outra insuficiencia rejeicao outros orgaos tecidos transplantados;outr insuficient rejeica outr orga tec transplant
T86;falencia rejeicao transplante orgao tecido especificado;falenc rejeica transplant orga tec especific
T87;complicacoes reimplante ( parte ) extremidade superior;complic reimplant ( part ) extrem superior
T87;complicacoes reimplante ( parte ) extremidade inferior;complic reimplant ( part ) extrem inferior
T87;complicacoes outras partes reimplantadas corpo;complic outr part reimplant corp
T87;neuroma coto amputacao;neurom cot amput
T87;infeccao coto amputacao;infecca cot amput
T87;necrose coto amputacao;necros cot amput
T87;outras complicacoes especificadas coto amputacao;outr complic especific cot amput
T88;infeccao subsequente imunizacao;infecca subsequent imuniz
T88;outras complicacoes subsequentes imunizacao classificadas outra parte;outr complic subsequent imuniz classific outr part
T88;choque devido anestesia;choqu dev anestes
T88;hipertermia maligna devida anestesia;hiperterm malign dev anestes
T88;entubacao falha dificil;entub falh dificil
T88;outras complicacoes anestesia;outr complic anestes
T88;choque anafilatico devido efeito adverso droga medicamento corretos administrados maneira apropriada;choqu anafilat dev efeit advers drog medic corret administr maneir apropri
T88;efeito adverso especificado droga medicamento;efeit advers especific drog medic
T88;outras complicacoes cuidados medicos cirurgicos especificados classificados outra parte;outr complic cuid medic cirurg especific classific outr part
T88;complicacao especificada cuidados medicos cirurgicos;complic especific cuid medic cirurg
T90;sequelas traumatismo superficial cabeca;sequel traumat superficial cabec
T90;sequelas ferimento cabeca;sequel feriment cabec
T90;sequelas fratura cranio ossos face;sequel fratur crani ossos fac
T90;sequelas traumatismo nervos cranianos;sequel traumat nerv cranian
T90;sequelas traumatismo olho orbita;sequel traumat olho orbit
T90;sequelas traumatismo intracraniano;sequel traumat intracranian
T90;sequelas outros traumatismos especificados cabeca;sequel outr traumat especific cabec
T90;sequelas traumatismo especificado cabeca;sequel traumat especific cabec
T91;sequelas traumatismo superficial ferimento pescoco tronco;sequel traumat superficial feriment pescoc tronc
T91;sequelas fratura coluna vertebral;sequel fratur colun vertebral
T91;sequelas outra fratura torax pelve;sequel outr fratur torax pelv
T91;sequelas traumatismo medula espinhal;sequel traumat medul espinhal
T91;sequelas traumatismo orgaos intratoracicos;sequel traumat orga intratorac
T91;sequelas traumatismo orgaos intra - abdominais orgaos pelvicos;sequel traumat orga intra - abdomin orga pelvic
T91;sequelas outros traumatismos especificados pescoco tronco;sequel outr traumat especific pescoc tronc
T91;sequelas traumatismo especificado pescoco tronco;sequel traumat especific pescoc tronc
T92;sequelas ferimento membro superior;sequel feriment membr superior
T92;sequelas fratura braco;sequel fratur brac
T92;sequelas fratura nivel punho mao;sequel fratur nivel punh ma
T92;sequelas luxacao , entorse distensao membro superior;sequel luxaca , entors distensa membr superior
T92;sequelas traumatismo nervo membro superior;sequel traumat nerv membr superior
T92;sequelas traumatismo musculo tendao membro superior;sequel traumat muscul tenda membr superior
T92;sequelas esmagamento amputacao traumatica membro superior;sequel esmag amput traumat membr superior
T92;sequelas outros traumatismos especificados membro superior;sequel outr traumat especific membr superior
T92;sequelas traumatismo especificado membro superior;sequel traumat especific membr superior
T93;sequelas ferimento membro inferior;sequel feriment membr inferior
T93;sequelas fratura femur;sequel fratur femur
T93;sequelas outras fraturas membro inferior;sequel outr fratur membr inferior
T93;sequelas luxacao , entorse distensao membro inferior;sequel luxaca , entors distensa membr inferior
T93;sequelas traumatismo nervo membro inferior;sequel traumat nerv membr inferior
T93;sequelas traumatismo musculo tendao membro inferior;sequel traumat muscul tenda membr inferior
T93;sequelas esmagamento amputacao traumatica membro inferior;sequel esmag amput traumat membr inferior
T93;sequelas outros traumatismos especificados membro inferior;sequel outr traumat especific membr inferior
T93;sequelas traumatismo especificado membro inferior;sequel traumat especific membr inferior
T94;sequelas traumatismos envolvendo regioes multiplas corpo;sequel traumat envolv regio multipl corp
T94;sequelas traumatismos especificados regioes corpo;sequel traumat especific regio corp
T95;sequelas queimadura , corrosao geladura cabeca pescoco;sequel queimadur , corrosa geladur cabec pescoc
T95;sequelas queimadura , corrosao geladura tronco;sequel queimadur , corrosa geladur tronc
T95;sequelas queimadura , corrosao geladura membro superior;sequel queimadur , corrosa geladur membr superior
T95;sequelas queimadura , corrosao geladura membro inferior;sequel queimadur , corrosa geladur membr inferior
T95;sequelas queimadura corrosao classificavel acordo extensao area corporal envolvida;sequel queimadur corrosa classific acord extensa are corporal envolv
T95;sequelas outra queimadura , corrosoes geladuras especificadas;sequel outr queimadur , corroso geladur especific
T95;sequelas queimadura , corrosao geladura local especificado;sequel queimadur , corrosa geladur local especific
T96;sequelas intoxicacao drogas , medicamentos substancias biologicas;sequel intoxic drog , medic substanc biolog
T97;sequelas efeitos toxicos substancias origem predominantemente - medicinal;sequel efeit toxic substanc orig predomin - medicinal
T98;sequelas efeitos penetracao corpo estranho atraves orificio natural;sequel efeit penetr corp estranh atraves orifici natural
T98;sequelas outros efeitos causas externas especificados;sequel outr efeit caus extern especific
T98;sequelas algumas complicacoes precoces traumatismos;sequel algum complic precoc traumat
T98;sequelas complicacoes cuidados medicos cirurgicos classificados outra parte;sequel complic cuid medic cirurg classific outr part
V01;pedestre traumatizado colisao veiculo pedal - acidente - - transito;pedestr traumatiz colisa veicul pedal - acident - - transit
V01;pedestre traumatizado colisao veiculo pedal - acidente transito;pedestr traumatiz colisa veicul pedal - acident transit
V01;pedestre traumatizado colisao veiculo pedal - acidente especificado transito transito;pedestr traumatiz colisa veicul pedal - acident especific transit transit
V02;pedestre traumatizado colisao veiculo motor duas tres rodas - acidente - - transito;pedestr traumatiz colisa veicul motor duas tres rod - acident - - transit
V02;pedestre traumatizado colisao veiculo motor duas tres rodas - acidente transito;pedestr traumatiz colisa veicul motor duas tres rod - acident transit
V02;pedestre traumatizado colisao veiculo motor duas tres rodas - acidente especificado transito transito;pedestr traumatiz colisa veicul motor duas tres rod - acident especific transit transit
V03;"pedestre traumatizado colisao automovel [ carro ] , "" pick "" caminhonete - acidente - - transito";"pedestr traumatiz colisa automovel [ carr ] , "" pick "" caminhonet - acident - - transit"
V03;"pedestre traumatizado colisao automovel [ carro ] , "" pick "" caminhonete - acidente transito";"pedestr traumatiz colisa automovel [ carr ] , "" pick "" caminhonet - acident transit"
V03;"pedestre traumatizado colisao automovel [ carro ] , "" pick "" caminhonete - acidente especificado transito transito";"pedestr traumatiz colisa automovel [ carr ] , "" pick "" caminhonet - acident especific transit transit"
V04;pedestre traumatizado colisao veiculo transporte pesado onibus - acidente - - transito;pedestr traumatiz colisa veicul transport pes onibus - acident - - transit
V04;pedestre traumatizado colisao veiculo transporte pesado onibus - acidente transito;pedestr traumatiz colisa veicul transport pes onibus - acident transit
V04;pedestre traumatizado colisao veiculo transporte pesado onibus - acidente especificado transito transito;pedestr traumatiz colisa veicul transport pes onibus - acident especific transit transit
V05;pedestre traumatizado colisao trem [ comboio ] veiculo ferroviario - acidente - - transito;pedestr traumatiz colisa trem [ comboi ] veicul ferroviari - acident - - transit
V05;pedestre traumatizado colisao trem [ comboio ] veiculo ferroviario - acidente transito;pedestr traumatiz colisa trem [ comboi ] veicul ferroviari - acident transit
V05;pedestre traumatizado colisao trem [ comboio ] veiculo ferroviario - acidente especificado transito transito;pedestr traumatiz colisa trem [ comboi ] veicul ferroviari - acident especific transit transit
V06;pedestre traumatizado colisao outro veiculo - motorizado - acidente - - transito;pedestr traumatiz colisa outr veicul - motoriz - acident - - transit
V06;pedestre traumatizado colisao outro veiculo - motorizado - acidente transito;pedestr traumatiz colisa outr veicul - motoriz - acident transit
V06;pedestre traumatizado colisao outro veiculo - motorizado - acidente especificado transito transito;pedestr traumatiz colisa outr veicul - motoriz - acident especific transit transit
V09;pedestre traumatizado acidente - - transito , envolvendo outros veiculos motor especificados;pedestr traumatiz acident - - transit , envolv outr veicul motor especific
V09;pedestre traumatizado acidente - - transito especificado;pedestr traumatiz acident - - transit especific
V09;pedestre traumatizado acidente transito envolvendo outros veiculos especificados , motor;pedestr traumatiz acident transit envolv outr veicul especific , motor
V09;pedestre traumatizado acidente transito especificado;pedestr traumatiz acident transit especific
V09;pedestre traumatizado acidente transporte especificado;pedestr traumatiz acident transport especific
V10;ciclista traumatizado colisao pedestre animal - condutor traumatizado acidente - - transito;ciclist traumatiz colisa pedestr animal - condutor traumatiz acident - - transit
V10;ciclista traumatizado colisao pedestre animal - passageiro traumatizado acidente - - transito;ciclist traumatiz colisa pedestr animal - passageir traumatiz acident - - transit
V10;ciclista traumatizado colisao pedestre animal - ciclista especificado traumatizado acidente - - transito;ciclist traumatiz colisa pedestr animal - ciclist especific traumatiz acident - - transit
V10;ciclista traumatizado colisao pedestre animal - pessoa traumatizada subir descer veiculo;ciclist traumatiz colisa pedestr animal - pesso traumatiz sub desc veicul
V10;ciclista traumatizado colisao pedestre animal - condutor traumatizado acidente transito;ciclist traumatiz colisa pedestr animal - condutor traumatiz acident transit
V10;ciclista traumatizado colisao pedestre animal - passageiro traumatizado acidente transito;ciclist traumatiz colisa pedestr animal - passageir traumatiz acident transit
V10;ciclista traumatizado colisao pedestre animal - ciclista especificado traumatizado acidente transito;ciclist traumatiz colisa pedestr animal - ciclist especific traumatiz acident transit
V11;ciclista traumatizado colisao outro veiculo pedal - condutor traumatizado acidente - - transito;ciclist traumatiz colisa outr veicul pedal - condutor traumatiz acident - - transit
V11;ciclista traumatizado colisao outro veiculo pedal - passageiro traumatizado acidente - - transito;ciclist traumatiz colisa outr veicul pedal - passageir traumatiz acident - - transit
V11;ciclista traumatizado colisao outro veiculo pedal - ciclista especificado traumatizado acidente - - transito;ciclist traumatiz colisa outr veicul pedal - ciclist especific traumatiz acident - - transit
V11;ciclista traumatizado colisao outro veiculo pedal - pessoa traumatizada subir descer veiculo;ciclist traumatiz colisa outr veicul pedal - pesso traumatiz sub desc veicul
V11;ciclista traumatizado colisao outro veiculo pedal - condutor traumatizado acidente transito;ciclist traumatiz colisa outr veicul pedal - condutor traumatiz acident transit
V11;ciclista traumatizado colisao outro veiculo pedal - passageiro traumatizado acidente transito;ciclist traumatiz colisa outr veicul pedal - passageir traumatiz acident transit
V11;ciclista traumatizado colisao outro veiculo pedal - ciclista especificado traumatizado acidente transito;ciclist traumatiz colisa outr veicul pedal - ciclist especific traumatiz acident transit
V12;ciclista traumatizado colisao veiculo motor duas tres rodas - condutor traumatizado acidente - - transito;ciclist traumatiz colisa veicul motor duas tres rod - condutor traumatiz acident - - transit
